sigla,nome,mes_ref,data_divulgacao,pontos,delta_pts,url,titulo
ICI,Confiança da Indústria (ICI),2015-11,,76.9,-0.29999999999999716,,
ICI,Confiança da Indústria (ICI),2015-12,,77.4,0.5,,
ICI,Confiança da Indústria (ICI),2016-01,,78.1,0.6999999999999886,,
ICI,Confiança da Indústria (ICI),2016-02,,75.2,-2.8999999999999915,,
ICI,Confiança da Indústria (ICI),2016-03,,76.5,1.2999999999999972,,
ICI,Confiança da Indústria (ICI),2016-04,,77.6,1.0999999999999943,,
ICI,Confiança da Indústria (ICI),2016-05,,78.0,0.4000000000000057,,
ICI,Confiança da Indústria (ICI),2016-06,,81.1,3.0999999999999943,,
ICI,Confiança da Indústria (ICI),2016-07,,85.2,4.1000000000000085,,
ICI,Confiança da Indústria (ICI),2016-08,,85.2,0.0,,
ICI,Confiança da Indústria (ICI),2016-09,,88.0,2.799999999999997,,
ICI,Confiança da Indústria (ICI),2016-10,,87.4,-0.5999999999999943,,
ICI,Confiança da Indústria (ICI),2016-11,,88.0,0.5999999999999943,,
ICI,Confiança da Indústria (ICI),2016-12,,85.7,-2.299999999999997,,
ICI,Confiança da Indústria (ICI),2017-01,,89.1,3.3999999999999915,,
ICI,Confiança da Indústria (ICI),2017-02,,88.8,-0.29999999999999716,,
ICI,Confiança da Indústria (ICI),2017-03,,90.4,1.6000000000000085,,
ICI,Confiança da Indústria (ICI),2017-04,,91.0,0.5999999999999943,,
ICI,Confiança da Indústria (ICI),2017-05,,91.2,0.20000000000000284,,
ICI,Confiança da Indústria (ICI),2017-06,,88.5,-2.700000000000003,,
ICI,Confiança da Indústria (ICI),2017-07,,90.2,1.7000000000000028,,
ICI,Confiança da Indústria (ICI),2017-08,,91.7,1.5,,
ICI,Confiança da Indústria (ICI),2017-09,,93.1,1.3999999999999915,,
ICI,Confiança da Indústria (ICI),2017-10,,96.6,3.5,,
ICI,Confiança da Indústria (ICI),2017-11,,100.0,3.4000000000000057,,
ICI,Confiança da Indústria (ICI),2017-12,,100.6,0.5999999999999943,,
ICI,Confiança da Indústria (ICI),2018-01,,100.5,-0.09999999999999432,,
ICI,Confiança da Indústria (ICI),2018-02,,101.1,0.5999999999999943,,
ICI,Confiança da Indústria (ICI),2018-03,,102.2,1.1000000000000085,,
ICI,Confiança da Indústria (ICI),2018-04,,100.4,-1.7999999999999972,,
ICI,Confiança da Indústria (ICI),2018-05,,100.4,0.0,,
ICI,Confiança da Indústria (ICI),2018-06,,98.0,-2.4000000000000057,,
ICI,Confiança da Indústria (ICI),2018-07,,99.1,1.0999999999999943,,
ICI,Confiança da Indústria (ICI),2018-08,,98.8,-0.29999999999999716,,
ICI,Confiança da Indústria (ICI),2018-09,,95.8,-3.0,,
ICI,Confiança da Indústria (ICI),2018-10,,94.8,-1.0,,
ICI,Confiança da Indústria (ICI),2018-11,,97.0,2.200000000000003,,
ICI,Confiança da Indústria (ICI),2018-12,,96.2,-0.7999999999999972,,
ICI,Confiança da Indústria (ICI),2019-01,,98.1,1.8999999999999915,,
ICI,Confiança da Indústria (ICI),2019-02,,99.3,1.2000000000000028,,
ICI,Confiança da Indústria (ICI),2019-03,,97.1,-2.200000000000003,,
ICI,Confiança da Indústria (ICI),2019-04,,97.9,0.8000000000000114,,
ICI,Confiança da Indústria (ICI),2019-05,,96.7,-1.2000000000000028,,
ICI,Confiança da Indústria (ICI),2019-06,,95.0,-1.7000000000000028,,
ICI,Confiança da Indústria (ICI),2019-07,,94.3,-0.7000000000000028,,
ICI,Confiança da Indústria (ICI),2019-08,,95.1,0.7999999999999972,,
ICI,Confiança da Indústria (ICI),2019-09,,95.4,0.30000000000001137,,
ICI,Confiança da Indústria (ICI),2019-10,,95.1,-0.30000000000001137,,
ICI,Confiança da Indústria (ICI),2019-11,,97.6,2.5,,
ICI,Confiança da Indústria (ICI),2019-12,,100.0,2.4000000000000057,,
ICI,Confiança da Indústria (ICI),2020-01,,101.3,1.2999999999999972,,
ICI,Confiança da Indústria (ICI),2020-02,,101.3,0.0,,
ICI,Confiança da Indústria (ICI),2020-03,,98.1,-3.200000000000003,,
ICI,Confiança da Indústria (ICI),2020-04,,58.5,-39.599999999999994,,
ICI,Confiança da Indústria (ICI),2020-05,,61.6,3.1000000000000014,,
ICI,Confiança da Indústria (ICI),2020-06,,77.0,15.399999999999999,,
ICI,Confiança da Indústria (ICI),2020-07,,89.1,12.099999999999994,,
ICI,Confiança da Indústria (ICI),2020-08,,98.2,9.100000000000009,,
ICI,Confiança da Indústria (ICI),2020-09,,106.2,8.0,,
ICI,Confiança da Indústria (ICI),2020-10,,111.4,5.200000000000003,,
ICI,Confiança da Indústria (ICI),2020-11,,114.2,2.799999999999997,,
ICI,Confiança da Indústria (ICI),2020-12,,115.3,1.0999999999999943,,
ICI,Confiança da Indústria (ICI),2021-01,,111.5,-3.799999999999997,,
ICI,Confiança da Indústria (ICI),2021-02,,108.5,-3.0,,
ICI,Confiança da Indústria (ICI),2021-03,,104.8,-3.700000000000003,,
ICI,Confiança da Indústria (ICI),2021-04,,103.4,-1.3999999999999915,,
ICI,Confiança da Indústria (ICI),2021-05,,104.1,0.6999999999999886,,
ICI,Confiança da Indústria (ICI),2021-06,,107.0,2.9000000000000057,,
ICI,Confiança da Indústria (ICI),2021-07,,107.6,0.5999999999999943,,
ICI,Confiança da Indústria (ICI),2021-08,,106.5,-1.0999999999999943,,
ICI,Confiança da Indústria (ICI),2021-09,,105.9,-0.5999999999999943,,
ICI,Confiança da Indústria (ICI),2021-10,,105.0,-0.9000000000000057,,
ICI,Confiança da Indústria (ICI),2021-11,,102.9,-2.0999999999999943,,
ICI,Confiança da Indústria (ICI),2021-12,,100.6,-2.3000000000000114,,
ICI,Confiança da Indústria (ICI),2022-01,,98.9,-1.6999999999999886,,
ICI,Confiança da Indústria (ICI),2022-02,,97.3,-1.6000000000000085,,
ICI,Confiança da Indústria (ICI),2022-03,,95.7,-1.5999999999999943,,
ICI,Confiança da Indústria (ICI),2022-04,,97.2,1.5,,
ICI,Confiança da Indústria (ICI),2022-05,,99.6,2.3999999999999915,,
ICI,Confiança da Indústria (ICI),2022-06,,100.5,0.9000000000000057,,
ICI,Confiança da Indústria (ICI),2022-07,,98.8,-1.7000000000000028,,
ICI,Confiança da Indústria (ICI),2022-08,,99.9,1.1000000000000085,,
ICI,Confiança da Indústria (ICI),2022-09,,99.1,-0.8000000000000114,,
ICI,Confiança da Indústria (ICI),2022-10,,95.7,-3.3999999999999915,,
ICI,Confiança da Indústria (ICI),2022-11,,93.1,-2.6000000000000085,,
ICI,Confiança da Indústria (ICI),2022-12,,93.8,0.7000000000000028,,
ICI,Confiança da Indústria (ICI),2023-01,,93.5,-0.29999999999999716,,
ICI,Confiança da Indústria (ICI),2023-02,,92.6,-0.9000000000000057,,
ICI,Confiança da Indústria (ICI),2023-03,,95.0,2.4000000000000057,,
ICI,Confiança da Indústria (ICI),2023-04,,94.2,-0.7999999999999972,,
ICI,Confiança da Indústria (ICI),2023-05,,92.9,-1.2999999999999972,,
ICI,Confiança da Indústria (ICI),2023-06,,93.3,0.3999999999999915,,
ICI,Confiança da Indústria (ICI),2023-07,,91.1,-2.200000000000003,,
ICI,Confiança da Indústria (ICI),2023-08,,91.0,-0.09999999999999432,,
ICI,Confiança da Indústria (ICI),2023-09,,90.4,-0.5999999999999943,,
ICI,Confiança da Indústria (ICI),2023-10,,90.9,0.5,,
ICI,Confiança da Indústria (ICI),2023-11,,93.5,2.5999999999999943,,
ICI,Confiança da Indústria (ICI),2023-12,,95.7,2.200000000000003,,
ICI,Confiança da Indústria (ICI),2024-01,,97.2,1.5,,
ICI,Confiança da Indústria (ICI),2024-02,,97.4,0.20000000000000284,,
ICI,Confiança da Indústria (ICI),2024-03,,96.5,-0.9000000000000057,,
ICI,Confiança da Indústria (ICI),2024-04,,96.7,0.20000000000000284,,
ICI,Confiança da Indústria (ICI),2024-05,,98.0,1.2999999999999972,,
ICI,Confiança da Indústria (ICI),2024-06,,98.5,0.5,,
ICI,Confiança da Indústria (ICI),2024-07,,101.5,3.0,,
ICI,Confiança da Indústria (ICI),2024-08,,101.5,0.0,,
ICI,Confiança da Indústria (ICI),2024-09,,100.4,-1.0999999999999943,,
ICI,Confiança da Indústria (ICI),2024-10,,99.9,-0.5,,
ICI,Confiança da Indústria (ICI),2024-11,,99.1,-0.8000000000000114,,
ICI,Confiança da Indústria (ICI),2024-12,,99.7,0.6000000000000085,,
ICI,Confiança da Indústria (ICI),2025-01,,98.4,-1.2999999999999972,,
ICI,Confiança da Indústria (ICI),2025-02,,98.3,-0.10000000000000853,,
ICI,Confiança da Indústria (ICI),2025-03,,98.4,0.10000000000000853,,
ICI,Confiança da Indústria (ICI),2025-04,,98.0,-0.4000000000000057,,
ICI,Confiança da Indústria (ICI),2025-05,,98.9,0.9000000000000057,,
ICI,Confiança da Indústria (ICI),2025-06,,96.8,-2.1000000000000085,,
ICI,Confiança da Indústria (ICI),2025-07,,94.8,-2.0,,
ICI,Confiança da Indústria (ICI),2025-08,,90.4,-4.3999999999999915,,
ICI,Confiança da Indústria (ICI),2025-09,,90.5,0.09999999999999432,,
ICI,Confiança da Indústria (ICI),2025-10,,89.8,-0.7000000000000028,,
ICI,Confiança da Indústria (ICI),2025-11,,89.1,-0.7000000000000028,,
ICOM,Confiança do Comércio (ICOM),2010-03,,116.0,,,
ICOM,Confiança do Comércio (ICOM),2010-04,,114.2,-1.7999999999999972,,
ICOM,Confiança do Comércio (ICOM),2010-05,,114.2,0.0,,
ICOM,Confiança do Comércio (ICOM),2010-06,,111.7,-2.5,,
ICOM,Confiança do Comércio (ICOM),2010-07,,111.7,0.0,,
ICOM,Confiança do Comércio (ICOM),2010-08,,109.9,-1.7999999999999972,,
ICOM,Confiança do Comércio (ICOM),2010-09,,108.7,-1.2000000000000028,,
ICOM,Confiança do Comércio (ICOM),2010-10,,112.0,3.299999999999997,,
ICOM,Confiança do Comércio (ICOM),2010-11,,110.4,-1.5999999999999943,,
ICOM,Confiança do Comércio (ICOM),2010-12,,106.2,-4.200000000000003,,
ICOM,Confiança do Comércio (ICOM),2011-01,,105.6,-0.6000000000000085,,
ICOM,Confiança do Comércio (ICOM),2011-02,,110.1,4.5,,
ICOM,Confiança do Comércio (ICOM),2011-03,,105.5,-4.599999999999994,,
ICOM,Confiança do Comércio (ICOM),2011-04,,109.1,3.5999999999999943,,
ICOM,Confiança do Comércio (ICOM),2011-05,,106.5,-2.5999999999999943,,
ICOM,Confiança do Comércio (ICOM),2011-06,,107.7,1.2000000000000028,,
ICOM,Confiança do Comércio (ICOM),2011-07,,106.6,-1.1000000000000085,,
ICOM,Confiança do Comércio (ICOM),2011-08,,106.0,-0.5999999999999943,,
ICOM,Confiança do Comércio (ICOM),2011-09,,106.1,0.09999999999999432,,
ICOM,Confiança do Comércio (ICOM),2011-10,,102.2,-3.8999999999999915,,
ICOM,Confiança do Comércio (ICOM),2011-11,,103.5,1.2999999999999972,,
ICOM,Confiança do Comércio (ICOM),2011-12,,103.2,-0.29999999999999716,,
ICOM,Confiança do Comércio (ICOM),2012-01,,102.4,-0.7999999999999972,,
ICOM,Confiança do Comércio (ICOM),2012-02,,104.2,1.7999999999999972,,
ICOM,Confiança do Comércio (ICOM),2012-03,,107.8,3.5999999999999943,,
ICOM,Confiança do Comércio (ICOM),2012-04,,105.5,-2.299999999999997,,
ICOM,Confiança do Comércio (ICOM),2012-05,,103.9,-1.5999999999999943,,
ICOM,Confiança do Comércio (ICOM),2012-06,,106.1,2.1999999999999886,,
ICOM,Confiança do Comércio (ICOM),2012-07,,105.7,-0.3999999999999915,,
ICOM,Confiança do Comércio (ICOM),2012-08,,103.9,-1.7999999999999972,,
ICOM,Confiança do Comércio (ICOM),2012-09,,106.8,2.8999999999999915,,
ICOM,Confiança do Comércio (ICOM),2012-10,,105.1,-1.7000000000000028,,
ICOM,Confiança do Comércio (ICOM),2012-11,,104.6,-0.5,,
ICOM,Confiança do Comércio (ICOM),2012-12,,103.9,-0.6999999999999886,,
ICOM,Confiança do Comércio (ICOM),2013-01,,101.1,-2.8000000000000114,,
ICOM,Confiança do Comércio (ICOM),2013-02,,102.1,1.0,,
ICOM,Confiança do Comércio (ICOM),2013-03,,103.1,1.0,,
ICOM,Confiança do Comércio (ICOM),2013-04,,104.8,1.7000000000000028,,
ICOM,Confiança do Comércio (ICOM),2013-05,,105.1,0.29999999999999716,,
ICOM,Confiança do Comércio (ICOM),2013-06,,104.6,-0.5,,
ICOM,Confiança do Comércio (ICOM),2013-07,,102.4,-2.1999999999999886,,
ICOM,Confiança do Comércio (ICOM),2013-08,,101.9,-0.5,,
ICOM,Confiança do Comércio (ICOM),2013-09,,101.9,0.0,,
ICOM,Confiança do Comércio (ICOM),2013-10,,103.1,1.1999999999999886,,
ICOM,Confiança do Comércio (ICOM),2013-11,,102.1,-1.0,,
ICOM,Confiança do Comércio (ICOM),2013-12,,100.7,-1.3999999999999915,,
ICOM,Confiança do Comércio (ICOM),2014-01,,98.7,-2.0,,
ICOM,Confiança do Comércio (ICOM),2014-02,,97.5,-1.2000000000000028,,
ICOM,Confiança do Comércio (ICOM),2014-03,,100.6,3.0999999999999943,,
ICOM,Confiança do Comércio (ICOM),2014-04,,97.8,-2.799999999999997,,
ICOM,Confiança do Comércio (ICOM),2014-05,,92.9,-4.8999999999999915,,
ICOM,Confiança do Comércio (ICOM),2014-06,,92.5,-0.4000000000000057,,
ICOM,Confiança do Comércio (ICOM),2014-07,,96.5,4.0,,
ICOM,Confiança do Comércio (ICOM),2014-08,,93.3,-3.200000000000003,,
ICOM,Confiança do Comércio (ICOM),2014-09,,89.1,-4.200000000000003,,
ICOM,Confiança do Comércio (ICOM),2014-10,,89.1,0.0,,
ICOM,Confiança do Comércio (ICOM),2014-11,,85.8,-3.299999999999997,,
ICOM,Confiança do Comércio (ICOM),2014-12,,87.4,1.6000000000000085,,
ICOM,Confiança do Comércio (ICOM),2015-01,,84.2,-3.200000000000003,,
ICOM,Confiança do Comércio (ICOM),2015-02,,77.1,-7.1000000000000085,,
ICOM,Confiança do Comércio (ICOM),2015-03,,72.7,-4.3999999999999915,,
ICOM,Confiança do Comércio (ICOM),2015-04,,72.9,0.20000000000000284,,
ICOM,Confiança do Comércio (ICOM),2015-05,,75.8,2.8999999999999915,,
ICOM,Confiança do Comércio (ICOM),2015-06,,72.6,-3.200000000000003,,
ICOM,Confiança do Comércio (ICOM),2015-07,,69.9,-2.6999999999999886,,
ICOM,Confiança do Comércio (ICOM),2015-08,,67.6,-2.3000000000000114,,
ICOM,Confiança do Comércio (ICOM),2015-09,,66.2,-1.3999999999999915,,
ICOM,Confiança do Comércio (ICOM),2015-10,,63.7,-2.5,,
ICOM,Confiança do Comércio (ICOM),2015-11,,67.3,3.5999999999999943,,
ICOM,Confiança do Comércio (ICOM),2015-12,,66.0,-1.2999999999999972,,
ICOM,Confiança do Comércio (ICOM),2016-01,,68.1,2.0999999999999943,,
ICOM,Confiança do Comércio (ICOM),2016-02,,68.2,0.10000000000000853,,
ICOM,Confiança do Comércio (ICOM),2016-03,,67.6,-0.6000000000000085,,
ICOM,Confiança do Comércio (ICOM),2016-04,,68.5,0.9000000000000057,,
ICOM,Confiança do Comércio (ICOM),2016-05,,71.9,3.4000000000000057,,
ICOM,Confiança do Comércio (ICOM),2016-06,,74.1,2.1999999999999886,,
ICOM,Confiança do Comércio (ICOM),2016-07,,75.7,1.6000000000000085,,
ICOM,Confiança do Comércio (ICOM),2016-08,,80.2,4.5,,
ICOM,Confiança do Comércio (ICOM),2016-09,,79.2,-1.0,,
ICOM,Confiança do Comércio (ICOM),2016-10,,79.2,0.0,,
ICOM,Confiança do Comércio (ICOM),2016-11,,78.2,-1.0,,
ICOM,Confiança do Comércio (ICOM),2016-12,,78.6,0.3999999999999915,,
ICOM,Confiança do Comércio (ICOM),2017-01,,79.5,0.9000000000000057,,
ICOM,Confiança do Comércio (ICOM),2017-02,,81.8,2.299999999999997,,
ICOM,Confiança do Comércio (ICOM),2017-03,,83.6,1.7999999999999972,,
ICOM,Confiança do Comércio (ICOM),2017-04,,86.7,3.1000000000000085,,
ICOM,Confiança do Comércio (ICOM),2017-05,,87.7,1.0,,
ICOM,Confiança do Comércio (ICOM),2017-06,,86.2,-1.5,,
ICOM,Confiança do Comércio (ICOM),2017-07,,85.3,-0.9000000000000057,,
ICOM,Confiança do Comércio (ICOM),2017-08,,84.8,-0.5,,
ICOM,Confiança do Comércio (ICOM),2017-09,,90.0,5.200000000000003,,
ICOM,Confiança do Comércio (ICOM),2017-10,,92.4,2.4000000000000057,,
ICOM,Confiança do Comércio (ICOM),2017-11,,92.3,-0.10000000000000853,,
ICOM,Confiança do Comércio (ICOM),2017-12,,93.6,1.2999999999999972,,
ICOM,Confiança do Comércio (ICOM),2018-01,,93.8,0.20000000000000284,,
ICOM,Confiança do Comércio (ICOM),2018-02,,93.6,-0.20000000000000284,,
ICOM,Confiança do Comércio (ICOM),2018-03,,95.6,2.0,,
ICOM,Confiança do Comércio (ICOM),2018-04,,95.1,-0.5,,
ICOM,Confiança do Comércio (ICOM),2018-05,,93.5,-1.5999999999999943,,
ICOM,Confiança do Comércio (ICOM),2018-06,,91.2,-2.299999999999997,,
ICOM,Confiança do Comércio (ICOM),2018-07,,90.9,-0.29999999999999716,,
ICOM,Confiança do Comércio (ICOM),2018-08,,90.9,0.0,,
ICOM,Confiança do Comércio (ICOM),2018-09,,90.3,-0.6000000000000085,,
ICOM,Confiança do Comércio (ICOM),2018-10,,93.2,2.9000000000000057,,
ICOM,Confiança do Comércio (ICOM),2018-11,,98.9,5.700000000000003,,
ICOM,Confiança do Comércio (ICOM),2018-12,,102.2,3.299999999999997,,
ICOM,Confiança do Comércio (ICOM),2019-01,,102.9,0.7000000000000028,,
ICOM,Confiança do Comércio (ICOM),2019-02,,99.8,-3.1000000000000085,,
ICOM,Confiança do Comércio (ICOM),2019-03,,98.1,-1.7000000000000028,,
ICOM,Confiança do Comércio (ICOM),2019-04,,97.6,-0.5,,
ICOM,Confiança do Comércio (ICOM),2019-05,,93.1,-4.5,,
ICOM,Confiança do Comércio (ICOM),2019-06,,93.6,0.5,,
ICOM,Confiança do Comércio (ICOM),2019-07,,95.8,2.200000000000003,,
ICOM,Confiança do Comércio (ICOM),2019-08,,96.1,0.29999999999999716,,
ICOM,Confiança do Comércio (ICOM),2019-09,,95.9,-0.19999999999998863,,
ICOM,Confiança do Comércio (ICOM),2019-10,,97.1,1.1999999999999886,,
ICOM,Confiança do Comércio (ICOM),2019-11,,97.5,0.4000000000000057,,
ICOM,Confiança do Comércio (ICOM),2019-12,,97.0,-0.5,,
ICOM,Confiança do Comércio (ICOM),2020-01,,99.6,2.5999999999999943,,
ICOM,Confiança do Comércio (ICOM),2020-02,,100.9,1.3000000000000114,,
ICOM,Confiança do Comércio (ICOM),2020-03,,88.5,-12.400000000000006,,
ICOM,Confiança do Comércio (ICOM),2020-04,,62.5,-26.0,,
ICOM,Confiança do Comércio (ICOM),2020-05,,67.2,4.700000000000003,,
ICOM,Confiança do Comércio (ICOM),2020-06,,82.2,15.0,,
ICOM,Confiança do Comércio (ICOM),2020-07,,84.5,2.299999999999997,,
ICOM,Confiança do Comércio (ICOM),2020-08,,94.5,10.0,,
ICOM,Confiança do Comércio (ICOM),2020-09,,97.3,2.799999999999997,,
ICOM,Confiança do Comércio (ICOM),2020-10,,94.6,-2.700000000000003,,
ICOM,Confiança do Comércio (ICOM),2020-11,,94.8,0.20000000000000284,,
ICOM,Confiança do Comércio (ICOM),2020-12,,93.9,-0.8999999999999915,,
ICOM,Confiança do Comércio (ICOM),2021-01,,94.2,0.29999999999999716,,
ICOM,Confiança do Comércio (ICOM),2021-02,,94.1,-0.10000000000000853,,
ICOM,Confiança do Comércio (ICOM),2021-03,,73.8,-20.299999999999997,,
ICOM,Confiança do Comércio (ICOM),2021-04,,85.3,11.5,,
ICOM,Confiança do Comércio (ICOM),2021-05,,92.7,7.400000000000006,,
ICOM,Confiança do Comércio (ICOM),2021-06,,91.9,-0.7999999999999972,,
ICOM,Confiança do Comércio (ICOM),2021-07,,98.0,6.099999999999994,,
ICOM,Confiança do Comércio (ICOM),2021-08,,97.9,-0.09999999999999432,,
ICOM,Confiança do Comércio (ICOM),2021-09,,90.5,-7.400000000000006,,
ICOM,Confiança do Comércio (ICOM),2021-10,,92.5,2.0,,
ICOM,Confiança do Comércio (ICOM),2021-11,,89.7,-2.799999999999997,,
ICOM,Confiança do Comércio (ICOM),2021-12,,88.4,-1.2999999999999972,,
ICOM,Confiança do Comércio (ICOM),2022-01,,89.8,1.3999999999999915,,
ICOM,Confiança do Comércio (ICOM),2022-02,,91.5,1.7000000000000028,,
ICOM,Confiança do Comércio (ICOM),2022-03,,89.0,-2.5,,
ICOM,Confiança do Comércio (ICOM),2022-04,,87.9,-1.0999999999999943,,
ICOM,Confiança do Comércio (ICOM),2022-05,,92.0,4.099999999999994,,
ICOM,Confiança do Comércio (ICOM),2022-06,,93.0,1.0,,
ICOM,Confiança do Comércio (ICOM),2022-07,,91.5,-1.5,,
ICOM,Confiança do Comércio (ICOM),2022-08,,95.3,3.799999999999997,,
ICOM,Confiança do Comércio (ICOM),2022-09,,97.5,2.200000000000003,,
ICOM,Confiança do Comércio (ICOM),2022-10,,95.3,-2.200000000000003,,
ICOM,Confiança do Comércio (ICOM),2022-11,,88.9,-6.3999999999999915,,
ICOM,Confiança do Comércio (ICOM),2022-12,,89.6,0.6999999999999886,,
ICOM,Confiança do Comércio (ICOM),2023-01,,88.2,-1.3999999999999915,,
ICOM,Confiança do Comércio (ICOM),2023-02,,89.0,0.7999999999999972,,
ICOM,Confiança do Comércio (ICOM),2023-03,,89.0,0.0,,
ICOM,Confiança do Comércio (ICOM),2023-04,,85.6,-3.4000000000000057,,
ICOM,Confiança do Comércio (ICOM),2023-05,,87.6,2.0,,
ICOM,Confiança do Comércio (ICOM),2023-06,,90.3,2.700000000000003,,
ICOM,Confiança do Comércio (ICOM),2023-07,,88.7,-1.5999999999999943,,
ICOM,Confiança do Comércio (ICOM),2023-08,,90.7,2.0,,
ICOM,Confiança do Comércio (ICOM),2023-09,,88.9,-1.7999999999999972,,
ICOM,Confiança do Comércio (ICOM),2023-10,,87.7,-1.2000000000000028,,
ICOM,Confiança do Comércio (ICOM),2023-11,,87.7,0.0,,
ICOM,Confiança do Comércio (ICOM),2023-12,,88.9,1.2000000000000028,,
ICOM,Confiança do Comércio (ICOM),2024-01,,90.7,1.7999999999999972,,
ICOM,Confiança do Comércio (ICOM),2024-02,,89.4,-1.2999999999999972,,
ICOM,Confiança do Comércio (ICOM),2024-03,,90.5,1.0999999999999943,,
ICOM,Confiança do Comércio (ICOM),2024-04,,91.6,1.0999999999999943,,
ICOM,Confiança do Comércio (ICOM),2024-05,,91.5,-0.09999999999999432,,
ICOM,Confiança do Comércio (ICOM),2024-06,,91.3,-0.20000000000000284,,
ICOM,Confiança do Comércio (ICOM),2024-07,,91.8,0.5,,
ICOM,Confiança do Comércio (ICOM),2024-08,,90.7,-1.0999999999999943,,
ICOM,Confiança do Comércio (ICOM),2024-09,,90.8,0.09999999999999432,,
ICOM,Confiança do Comércio (ICOM),2024-10,,90.0,-0.7999999999999972,,
ICOM,Confiança do Comércio (ICOM),2024-11,,92.2,2.200000000000003,,
ICOM,Confiança do Comércio (ICOM),2024-12,,92.1,-0.10000000000000853,,
ICOM,Confiança do Comércio (ICOM),2025-01,,89.3,-2.799999999999997,,
ICOM,Confiança do Comércio (ICOM),2025-02,,85.5,-3.799999999999997,,
ICOM,Confiança do Comércio (ICOM),2025-03,,83.1,-2.4000000000000057,,
ICOM,Confiança do Comércio (ICOM),2025-04,,87.5,4.400000000000006,,
ICOM,Confiança do Comércio (ICOM),2025-05,,88.7,1.2000000000000028,,
ICOM,Confiança do Comércio (ICOM),2025-06,,89.3,0.5999999999999943,,
ICOM,Confiança do Comércio (ICOM),2025-07,,87.1,-2.200000000000003,,
ICOM,Confiança do Comércio (ICOM),2025-08,,83.1,-4.0,,
ICOM,Confiança do Comércio (ICOM),2025-09,,84.7,1.6000000000000085,,
ICOM,Confiança do Comércio (ICOM),2025-10,,86.2,1.5,,
ICOM,Confiança do Comércio (ICOM),2025-11,,89.9,3.700000000000003,,
ICS,Confiança de Serviços (ICS),2008-06,,110.3,,,
ICS,Confiança de Serviços (ICS),2008-07,,108.8,-1.5,,
ICS,Confiança de Serviços (ICS),2008-08,,109.5,0.7000000000000028,,
ICS,Confiança de Serviços (ICS),2008-09,,103.5,-6.0,,
ICS,Confiança de Serviços (ICS),2008-10,,95.6,-7.900000000000006,,
ICS,Confiança de Serviços (ICS),2008-11,,88.2,-7.3999999999999915,,
ICS,Confiança de Serviços (ICS),2008-12,,85.8,-2.4000000000000057,,
ICS,Confiança de Serviços (ICS),2009-01,,84.7,-1.0999999999999943,,
ICS,Confiança de Serviços (ICS),2009-02,,86.3,1.5999999999999943,,
ICS,Confiança de Serviços (ICS),2009-03,,85.7,-0.5999999999999943,,
ICS,Confiança de Serviços (ICS),2009-04,,91.2,5.5,,
ICS,Confiança de Serviços (ICS),2009-05,,94.0,2.799999999999997,,
ICS,Confiança de Serviços (ICS),2009-06,,95.4,1.4000000000000057,,
ICS,Confiança de Serviços (ICS),2009-07,,97.1,1.6999999999999886,,
ICS,Confiança de Serviços (ICS),2009-08,,99.5,2.4000000000000057,,
ICS,Confiança de Serviços (ICS),2009-09,,103.0,3.5,,
ICS,Confiança de Serviços (ICS),2009-10,,103.2,0.20000000000000284,,
ICS,Confiança de Serviços (ICS),2009-11,,105.3,2.0999999999999943,,
ICS,Confiança de Serviços (ICS),2009-12,,108.2,2.9000000000000057,,
ICS,Confiança de Serviços (ICS),2010-01,,108.5,0.29999999999999716,,
ICS,Confiança de Serviços (ICS),2010-02,,109.3,0.7999999999999972,,
ICS,Confiança de Serviços (ICS),2010-03,,112.0,2.700000000000003,,
ICS,Confiança de Serviços (ICS),2010-04,,109.1,-2.9000000000000057,,
ICS,Confiança de Serviços (ICS),2010-05,,109.7,0.6000000000000085,,
ICS,Confiança de Serviços (ICS),2010-06,,108.8,-0.9000000000000057,,
ICS,Confiança de Serviços (ICS),2010-07,,107.9,-0.8999999999999915,,
ICS,Confiança de Serviços (ICS),2010-08,,110.1,2.1999999999999886,,
ICS,Confiança de Serviços (ICS),2010-09,,110.4,0.30000000000001137,,
ICS,Confiança de Serviços (ICS),2010-10,,111.1,0.6999999999999886,,
ICS,Confiança de Serviços (ICS),2010-11,,111.4,0.30000000000001137,,
ICS,Confiança de Serviços (ICS),2010-12,,111.6,0.19999999999998863,,
ICS,Confiança de Serviços (ICS),2011-01,,110.2,-1.3999999999999915,,
ICS,Confiança de Serviços (ICS),2011-02,,110.4,0.20000000000000284,,
ICS,Confiança de Serviços (ICS),2011-03,,109.2,-1.2000000000000028,,
ICS,Confiança de Serviços (ICS),2011-04,,111.0,1.7999999999999972,,
ICS,Confiança de Serviços (ICS),2011-05,,110.6,-0.4000000000000057,,
ICS,Confiança de Serviços (ICS),2011-06,,110.2,-0.3999999999999915,,
ICS,Confiança de Serviços (ICS),2011-07,,110.6,0.3999999999999915,,
ICS,Confiança de Serviços (ICS),2011-08,,108.1,-2.5,,
ICS,Confiança de Serviços (ICS),2011-09,,106.9,-1.1999999999999886,,
ICS,Confiança de Serviços (ICS),2011-10,,107.0,0.09999999999999432,,
ICS,Confiança de Serviços (ICS),2011-11,,107.1,0.09999999999999432,,
ICS,Confiança de Serviços (ICS),2011-12,,106.7,-0.3999999999999915,,
ICS,Confiança de Serviços (ICS),2012-01,,106.1,-0.6000000000000085,,
