ajuste,data,open_interest,pu,taxa,ticker,ultimo_preco,vencimento,volume
14.905,2025-12-12,5714678.0,14.903,14.903,DI1F26,14.903,2026-01-02,22881.0
13.505,2025-12-12,68549.0,13.405,13.405,DI1F36,13.405,2036-01-02,165.0
13.552,2025-12-12,275518.0,13.445,13.445,DI1F34,13.445,2034-01-02,206.0
13.108,2025-12-12,483852.0,12.96,12.96,DI1N28,12.96,2028-07-03,23382.0
13.407,2025-12-12,28895.0,13.305,13.305,DI1V30,13.305,2030-10-01,6.0
14.357,2025-12-12,104612.0,14.295,14.295,DI1Q26,14.295,2026-08-03,110.0
,2025-12-12,,,,DI1D,,9999-12-31,
13.35,2025-12-13,42658.0,13.265,13.265,DI1J30,13.265,2030-04-01,3.0
13.285,2025-12-13,76990.0,13.135,13.135,DI1V29,13.135,2029-10-01,433.0
13.317,2025-12-13,1544839.0,13.185,13.185,DI1N27,13.185,2027-07-01,116946.0
13.747,2025-12-13,5833290.0,13.64,13.64,DI1F27,13.64,2027-01-04,476504.0
13.488,2025-12-13,66667.0,13.38,13.38,DI1F37,13.38,2037-01-02,351.0
13.548,2025-12-13,792394.0,13.445,13.445,DI1F35,13.445,2035-01-02,27651.0
13.512,2025-12-13,1214190.0,13.385,13.385,DI1J27,13.385,2027-04-01,43323.0
13.104,2025-12-13,244705.0,12.97,12.97,DI1J28,12.97,2028-04-03,3071.0
13.27,2025-12-13,39130.0,13.145,13.145,DI1Q27,13.145,2027-08-02,6665.0
13.195,2025-12-13,1086971.0,13.055,13.055,DI1V27,13.055,2027-10-01,33358.0
13.525,2025-12-13,1414082.0,13.425,13.425,DI1F32,13.425,2032-01-02,50100.0
13.328,2025-12-13,1292935.0,13.205,13.205,DI1F30,13.205,2030-01-02,67616.0
13.396,2025-12-13,52525.0,,13.396,DI1F40,,2040-01-02,
13.967,2025-12-13,65815.0,13.895,13.895,DI1X26,13.895,2026-11-03,4738.0
13.163,2025-12-13,3356785.0,13.025,13.025,DI1F29,13.025,2029-01-02,342047.0
13.398,2025-12-13,33487.0,,13.398,DI1F39,,2039-01-03,
14.797,2025-12-13,2120150.0,14.79,14.79,DI1J26,14.79,2026-04-01,144942.0
13.201,2025-12-13,90646.0,13.08,13.08,DI1J29,13.08,2029-04-02,368.0
14.094,2025-12-13,1130705.0,14.01,14.01,DI1V26,14.01,2026-10-01,124208.0
13.865,2025-12-13,149278.0,13.775,13.775,DI1Z26,13.775,2026-12-01,10932.0
13.559,2025-12-13,663975.0,13.455,13.455,DI1F33,13.455,2033-01-03,34459.0
13.44,2025-12-13,1902162.0,13.325,13.325,DI1F31,13.325,2031-01-02,178545.0
13.248,2025-12-13,1096608.0,13.125,13.125,DI1N29,13.125,2029-07-02,51544.0
14.594,2025-12-13,338362.0,14.56,14.56,DI1M26,14.56,2026-06-01,7187.0
13.121,2025-12-13,3362506.0,12.975,12.975,DI1F28,12.975,2028-01-03,460702.0
13.428,2025-12-13,49949.0,,13.428,DI1F38,,2038-01-04,
13.4,2025-12-13,73848.0,13.265,13.265,DI1N30,13.265,2030-07-01,1038.0
13.14,2025-12-13,136321.0,13.005,13.005,DI1V28,13.005,2028-10-02,252.0
14.481,2025-12-13,3127810.0,14.43,14.43,DI1N26,14.43,2026-07-01,386054.0
14.224,2025-12-13,232331.0,14.17,14.17,DI1U26,14.17,2026-09-01,6646.0
14.899,2025-12-13,559592.0,14.895,14.895,DI1G26,14.895,2026-02-02,132062.0
14.857,2025-12-13,415440.0,14.853,14.853,DI1H26,14.853,2026-03-02,25651.0
14.714,2025-12-13,313990.0,14.7,14.7,DI1K26,14.7,2026-05-04,14179.0
14.905,2025-12-13,5714678.0,14.903,14.903,DI1F26,14.903,2026-01-02,78342.0
13.505,2025-12-13,68549.0,13.415,13.415,DI1F36,13.415,2036-01-02,166.0
13.552,2025-12-13,275518.0,13.465,13.465,DI1F34,13.465,2034-01-02,289.0
13.108,2025-12-13,483852.0,12.975,12.975,DI1N28,12.975,2028-07-03,26724.0
13.407,2025-12-13,28895.0,13.305,13.305,DI1V30,13.305,2030-10-01,6.0
14.357,2025-12-13,104612.0,14.31,14.31,DI1Q26,14.31,2026-08-03,1110.0
,2025-12-13,,,,DI1D,,9999-12-31,
13.35,2025-12-14,42658.0,13.265,13.265,DI1J30,13.265,2030-04-01,3.0
13.285,2025-12-14,76990.0,13.135,13.135,DI1V29,13.135,2029-10-01,433.0
13.317,2025-12-14,1544839.0,13.185,13.185,DI1N27,13.185,2027-07-01,116946.0
13.747,2025-12-14,5833290.0,13.64,13.64,DI1F27,13.64,2027-01-04,476504.0
13.488,2025-12-14,66667.0,13.38,13.38,DI1F37,13.38,2037-01-02,351.0
13.548,2025-12-14,792394.0,13.445,13.445,DI1F35,13.445,2035-01-02,27651.0
13.512,2025-12-14,1214190.0,13.385,13.385,DI1J27,13.385,2027-04-01,43323.0
13.104,2025-12-14,244705.0,12.97,12.97,DI1J28,12.97,2028-04-03,3071.0
13.27,2025-12-14,39130.0,13.145,13.145,DI1Q27,13.145,2027-08-02,6665.0
13.195,2025-12-14,1086971.0,13.055,13.055,DI1V27,13.055,2027-10-01,33358.0
13.525,2025-12-14,1414082.0,13.425,13.425,DI1F32,13.425,2032-01-02,50100.0
13.328,2025-12-14,1292935.0,13.205,13.205,DI1F30,13.205,2030-01-02,67616.0
13.396,2025-12-14,52525.0,,13.396,DI1F40,,2040-01-02,
13.967,2025-12-14,65815.0,13.895,13.895,DI1X26,13.895,2026-11-03,4738.0
13.163,2025-12-14,3356785.0,13.025,13.025,DI1F29,13.025,2029-01-02,342042.0
13.398,2025-12-14,33487.0,,13.398,DI1F39,,2039-01-03,
14.797,2025-12-14,2120150.0,14.79,14.79,DI1J26,14.79,2026-04-01,144942.0
13.201,2025-12-14,90646.0,13.08,13.08,DI1J29,13.08,2029-04-02,368.0
14.094,2025-12-14,1130705.0,14.01,14.01,DI1V26,14.01,2026-10-01,124208.0
13.865,2025-12-14,149278.0,13.775,13.775,DI1Z26,13.775,2026-12-01,10932.0
13.559,2025-12-14,663975.0,13.455,13.455,DI1F33,13.455,2033-01-03,34459.0
13.44,2025-12-14,1902162.0,13.325,13.325,DI1F31,13.325,2031-01-02,178545.0
13.248,2025-12-14,1096608.0,13.125,13.125,DI1N29,13.125,2029-07-02,51544.0
14.594,2025-12-14,338362.0,14.56,14.56,DI1M26,14.56,2026-06-01,7187.0
13.121,2025-12-14,3362506.0,12.975,12.975,DI1F28,12.975,2028-01-03,460694.0
13.428,2025-12-14,49949.0,,13.428,DI1F38,,2038-01-04,
13.4,2025-12-14,73848.0,13.265,13.265,DI1N30,13.265,2030-07-01,1038.0
13.14,2025-12-14,136321.0,13.005,13.005,DI1V28,13.005,2028-10-02,252.0
14.481,2025-12-14,3127810.0,14.43,14.43,DI1N26,14.43,2026-07-01,386054.0
14.224,2025-12-14,232331.0,14.17,14.17,DI1U26,14.17,2026-09-01,6646.0
14.899,2025-12-14,559592.0,14.895,14.895,DI1G26,14.895,2026-02-02,132062.0
14.857,2025-12-14,415440.0,14.853,14.853,DI1H26,14.853,2026-03-02,25651.0
14.714,2025-12-14,313990.0,14.7,14.7,DI1K26,14.7,2026-05-04,14179.0
14.905,2025-12-14,5714678.0,14.903,14.903,DI1F26,14.903,2026-01-02,78342.0
13.505,2025-12-14,68549.0,13.415,13.415,DI1F36,13.415,2036-01-02,166.0
13.552,2025-12-14,275518.0,13.465,13.465,DI1F34,13.465,2034-01-02,289.0
13.108,2025-12-14,483852.0,12.975,12.975,DI1N28,12.975,2028-07-03,26724.0
13.407,2025-12-14,28895.0,13.305,13.305,DI1V30,13.305,2030-10-01,6.0
14.357,2025-12-14,104612.0,14.31,14.31,DI1Q26,14.31,2026-08-03,1110.0
,2025-12-14,,,,DI1D,,9999-12-31,
13.172,2025-12-15,42655.0,,13.172,DI1J30,,2030-04-01,
13.109,2025-12-15,76945.0,13.12,13.12,DI1V29,13.12,2029-10-01,193.0
13.175,2025-12-15,1540494.0,13.165,13.165,DI1N27,13.165,2027-07-01,144322.0
13.635,2025-12-15,5784770.0,13.635,13.635,DI1F27,13.635,2027-01-04,430998.0
13.313,2025-12-15,66883.0,13.315,13.315,DI1F37,13.315,2037-01-02,38.0
13.371,2025-12-15,795480.0,13.365,13.365,DI1F35,13.365,2035-01-02,54578.0
13.382,2025-12-15,1220080.0,13.38,13.38,DI1J27,13.38,2027-04-01,31589.0
12.943,2025-12-15,242823.0,12.94,12.94,DI1J28,12.94,2028-04-03,3018.0
13.124,2025-12-15,43102.0,13.12,13.12,DI1Q27,13.12,2027-08-02,156.0
13.046,2025-12-15,1083985.0,13.03,13.03,DI1V27,13.03,2027-10-01,64611.0
13.353,2025-12-15,1412760.0,13.345,13.345,DI1F32,13.345,2032-01-02,79596.0
13.149,2025-12-15,1298138.0,13.145,13.145,DI1F30,13.145,2030-01-02,43159.0
13.228,2025-12-15,52525.0,,13.228,DI1F40,,2040-01-02,
13.871,2025-12-15,66387.0,13.88,13.88,DI1X26,13.88,2026-11-03,15049.0
12.985,2025-12-15,3374147.0,12.98,12.98,DI1F29,12.98,2029-01-02,236665.0
13.23,2025-12-15,33487.0,,13.23,DI1F39,,2039-01-03,
14.778,2025-12-15,2135530.0,14.775,14.775,DI1J26,14.775,2026-04-01,113353.0
13.026,2025-12-15,90332.0,13.015,13.015,DI1J29,13.015,2029-04-02,57.0
14.007,2025-12-15,1100739.0,14.01,14.01,DI1V26,14.01,2026-10-01,56629.0
13.766,2025-12-15,150903.0,13.77,13.77,DI1Z26,13.77,2026-12-01,23335.0
13.38,2025-12-15,665695.0,13.375,13.375,DI1F33,13.375,2033-01-03,28236.0
13.26,2025-12-15,1896508.0,13.255,13.255,DI1F31,13.255,2031-01-02,201286.0
13.073,2025-12-15,1095157.0,13.075,13.075,DI1N29,13.075,2029-07-02,109565.0
14.55,2025-12-15,338020.0,14.545,14.545,DI1M26,14.545,2026-06-01,606.0
12.967,2025-12-15,3439732.0,12.95,12.95,DI1F28,12.95,2028-01-03,362493.0
13.255,2025-12-15,49949.0,,13.255,DI1F38,,2038-01-04,
13.21,2025-12-15,73772.0,13.205,13.205,DI1N30,13.205,2030-07-01,300.0
12.967,2025-12-15,136222.0,12.975,12.975,DI1V28,12.975,2028-10-02,697.0
14.425,2025-12-15,3174999.0,14.425,14.425,DI1N26,14.425,2026-07-01,164668.0
14.147,2025-12-15,238336.0,14.145,14.145,DI1U26,14.145,2026-09-01,13841.0
14.897,2025-12-15,578453.0,14.898,14.898,DI1G26,14.898,2026-02-02,54662.0
14.846,2025-12-15,408840.0,14.845,14.845,DI1H26,14.845,2026-03-02,18579.0
14.685,2025-12-15,312216.0,14.68,14.68,DI1K26,14.68,2026-05-04,2673.0
14.903,2025-12-15,5756456.0,14.902,14.902,DI1F26,14.902,2026-01-02,60115.0
13.328,2025-12-15,68549.0,13.31,13.31,DI1F36,13.31,2036-01-02,21.0
13.376,2025-12-15,275540.0,13.38,13.38,DI1F34,13.38,2034-01-02,178.0
12.942,2025-12-15,484158.0,12.935,12.935,DI1N28,12.935,2028-07-03,15657.0
13.231,2025-12-15,28895.0,,13.231,DI1V30,,2030-10-01,
14.291,2025-12-15,104639.0,14.285,14.285,DI1Q26,14.285,2026-08-03,524.0
,2025-12-15,,,,DI1D,,9999-12-31,
13.172,2025-12-16,42655.0,,13.172,DI1J30,,2030-04-01,
13.109,2025-12-16,76945.0,13.12,13.12,DI1V29,13.12,2029-10-01,193.0
13.175,2025-12-16,1540494.0,13.165,13.165,DI1N27,13.165,2027-07-01,144322.0
13.635,2025-12-16,5784770.0,13.635,13.635,DI1F27,13.635,2027-01-04,430998.0
13.313,2025-12-16,66883.0,13.315,13.315,DI1F37,13.315,2037-01-02,38.0
13.371,2025-12-16,795480.0,13.365,13.365,DI1F35,13.365,2035-01-02,54578.0
13.382,2025-12-16,1220080.0,13.38,13.38,DI1J27,13.38,2027-04-01,31589.0
12.943,2025-12-16,242823.0,12.94,12.94,DI1J28,12.94,2028-04-03,3018.0
13.124,2025-12-16,43102.0,13.12,13.12,DI1Q27,13.12,2027-08-02,156.0
13.046,2025-12-16,1083985.0,13.03,13.03,DI1V27,13.03,2027-10-01,64611.0
13.353,2025-12-16,1412760.0,13.345,13.345,DI1F32,13.345,2032-01-02,79596.0
13.149,2025-12-16,1298138.0,13.145,13.145,DI1F30,13.145,2030-01-02,43159.0
13.228,2025-12-16,52525.0,,13.228,DI1F40,,2040-01-02,
13.871,2025-12-16,66387.0,13.88,13.88,DI1X26,13.88,2026-11-03,15049.0
12.985,2025-12-16,3374147.0,12.98,12.98,DI1F29,12.98,2029-01-02,236665.0
13.23,2025-12-16,33487.0,,13.23,DI1F39,,2039-01-03,
14.778,2025-12-16,2135530.0,14.775,14.775,DI1J26,14.775,2026-04-01,113353.0
13.026,2025-12-16,90332.0,13.015,13.015,DI1J29,13.015,2029-04-02,57.0
14.007,2025-12-16,1100739.0,14.01,14.01,DI1V26,14.01,2026-10-01,56629.0
13.766,2025-12-16,150903.0,13.77,13.77,DI1Z26,13.77,2026-12-01,23335.0
13.38,2025-12-16,665695.0,13.375,13.375,DI1F33,13.375,2033-01-03,28236.0
13.26,2025-12-16,1896508.0,13.255,13.255,DI1F31,13.255,2031-01-02,201286.0
13.073,2025-12-16,1095157.0,13.075,13.075,DI1N29,13.075,2029-07-02,109565.0
14.55,2025-12-16,338020.0,14.545,14.545,DI1M26,14.545,2026-06-01,606.0
12.967,2025-12-16,3439732.0,12.95,12.95,DI1F28,12.95,2028-01-03,362493.0
13.255,2025-12-16,49949.0,,13.255,DI1F38,,2038-01-04,
13.21,2025-12-16,73772.0,13.205,13.205,DI1N30,13.205,2030-07-01,300.0
12.967,2025-12-16,136222.0,12.975,12.975,DI1V28,12.975,2028-10-02,697.0
14.425,2025-12-16,3174999.0,14.425,14.425,DI1N26,14.425,2026-07-01,164668.0
14.147,2025-12-16,238336.0,14.145,14.145,DI1U26,14.145,2026-09-01,13841.0
14.897,2025-12-16,578453.0,14.898,14.898,DI1G26,14.898,2026-02-02,54662.0
14.846,2025-12-16,408840.0,14.845,14.845,DI1H26,14.845,2026-03-02,18579.0
14.685,2025-12-16,312216.0,14.68,14.68,DI1K26,14.68,2026-05-04,2673.0
14.903,2025-12-16,5756456.0,14.902,14.902,DI1F26,14.902,2026-01-02,60115.0
13.328,2025-12-16,68549.0,13.31,13.31,DI1F36,13.31,2036-01-02,21.0
13.376,2025-12-16,275540.0,13.38,13.38,DI1F34,13.38,2034-01-02,178.0
12.942,2025-12-16,484158.0,12.935,12.935,DI1N28,12.935,2028-07-03,15657.0
13.231,2025-12-16,28895.0,,13.231,DI1V30,,2030-10-01,
14.291,2025-12-16,104639.0,14.285,14.285,DI1Q26,14.285,2026-08-03,524.0
,2025-12-16,,,,DI1D,,9999-12-31,
13.292,2025-12-17,42706.0,13.53,13.53,DI1J30,13.53,2030-04-01,287.0
13.228,2025-12-17,77125.0,13.47,13.47,DI1V29,13.47,2029-10-01,473.0
13.233,2025-12-17,1552277.0,13.425,13.425,DI1N27,13.425,2027-07-01,209438.0
13.672,2025-12-17,5732337.0,13.83,13.83,DI1F27,13.83,2027-01-04,941422.0
13.413,2025-12-17,67129.0,13.66,13.66,DI1F37,13.66,2037-01-02,561.0
13.472,2025-12-17,792554.0,13.72,13.72,DI1F35,13.72,2035-01-02,97029.0
13.431,2025-12-17,1235954.0,13.605,13.605,DI1J27,13.605,2027-04-01,58824.0
13.029,2025-12-17,243416.0,13.26,13.26,DI1J28,13.26,2028-04-03,4862.0
13.182,2025-12-17,44177.0,13.38,13.38,DI1Q27,13.38,2027-08-02,1514.0
13.115,2025-12-17,1090929.0,13.325,13.325,DI1V27,13.325,2027-10-01,45012.0
13.473,2025-12-17,1411289.0,13.735,13.735,DI1F32,13.735,2032-01-02,68908.0
13.268,2025-12-17,1299913.0,13.53,13.53,DI1F30,13.53,2030-01-02,129403.0
13.329,2025-12-17,52625.0,13.58,13.58,DI1F40,13.58,2040-01-02,131.0
13.91,2025-12-17,84408.0,14.04,14.04,DI1X26,14.04,2026-11-03,599.0
13.099,2025-12-17,3362443.0,13.345,13.345,DI1F29,13.345,2029-01-02,575945.0
13.331,2025-12-17,33583.0,13.57,13.57,DI1F39,13.57,2039-01-03,107.0
14.788,2025-12-17,2150214.0,14.825,14.825,DI1J26,14.825,2026-04-01,326307.0
13.139,2025-12-17,90760.0,13.375,13.375,DI1J29,13.375,2029-04-02,596.0
14.043,2025-12-17,1111113.0,14.165,14.165,DI1V26,14.165,2026-10-01,130993.0
13.8,2025-12-17,189297.0,13.935,13.935,DI1Z26,13.935,2026-12-01,7008.0
13.493,2025-12-17,673683.0,13.75,13.75,DI1F33,13.75,2033-01-03,52575.0
13.386,2025-12-17,1907922.0,13.655,13.655,DI1F31,13.655,2031-01-02,356502.0
13.194,2025-12-17,1093006.0,13.445,13.445,DI1N29,13.445,2029-07-02,141329.0
14.567,2025-12-17,323048.0,14.635,14.635,DI1M26,14.635,2026-06-01,3617.0
13.042,2025-12-17,3483456.0,13.26,13.26,DI1F28,13.26,2028-01-03,802702.0
13.355,2025-12-17,49949.0,13.59,13.59,DI1F38,13.59,2038-01-04,136.0
13.329,2025-12-17,74184.0,13.59,13.59,DI1N30,13.59,2030-07-01,1654.0
13.071,2025-12-17,137312.0,13.315,13.315,DI1V28,13.315,2028-10-02,2784.0
14.453,2025-12-17,3120077.0,14.54,14.54,DI1N26,14.54,2026-07-01,525907.0
14.186,2025-12-17,225334.0,14.295,14.295,DI1U26,14.295,2026-09-01,12253.0
14.898,2025-12-17,611210.0,14.9,14.9,DI1G26,14.9,2026-02-02,194880.0
14.85,2025-12-17,445482.0,14.867,14.867,DI1H26,14.867,2026-03-02,44308.0
14.701,2025-12-17,311658.0,14.76,14.76,DI1K26,14.76,2026-05-04,81907.0
14.903,2025-12-17,5766680.0,14.904,14.904,DI1F26,14.904,2026-01-02,134587.0
13.428,2025-12-17,68549.0,13.66,13.66,DI1F36,13.66,2036-01-02,145.0
13.483,2025-12-17,275529.0,13.735,13.735,DI1F34,13.735,2034-01-02,380.0
13.036,2025-12-17,486627.0,13.275,13.275,DI1N28,13.275,2028-07-03,51861.0
13.35,2025-12-17,28894.0,13.59,13.59,DI1V30,13.59,2030-10-01,987.0
14.321,2025-12-17,103995.0,14.41,14.41,DI1Q26,14.41,2026-08-03,2684.0
,2025-12-17,,,,DI1D,,9999-12-31,
13.537,2025-12-18,42706.0,13.53,13.53,DI1J30,13.53,2030-04-01,287.0
13.467,2025-12-18,77125.0,13.48,13.48,DI1V29,13.48,2029-10-01,492.0
13.423,2025-12-18,1552277.0,13.41,13.41,DI1N27,13.41,2027-07-01,229410.0
13.83,2025-12-18,5732337.0,13.815,13.815,DI1F27,13.815,2027-01-04,994676.0
13.632,2025-12-18,67129.0,13.645,13.645,DI1F37,13.645,2037-01-02,645.0
13.7,2025-12-18,792554.0,13.72,13.72,DI1F35,13.72,2035-01-02,106345.0
13.603,2025-12-18,1235954.0,13.595,13.595,DI1J27,13.595,2027-04-01,64974.0
13.253,2025-12-18,243416.0,13.25,13.25,DI1J28,13.25,2028-04-03,5221.0
13.378,2025-12-18,44177.0,13.375,13.375,DI1Q27,13.375,2027-08-02,1520.0
13.32,2025-12-18,1090929.0,13.32,13.32,DI1V27,13.32,2027-10-01,47496.0
13.71,2025-12-18,1411289.0,13.725,13.725,DI1F32,13.725,2032-01-02,72121.0
13.513,2025-12-18,1299913.0,13.52,13.52,DI1F30,13.52,2030-01-02,136344.0
13.564,2025-12-18,52625.0,13.58,13.58,DI1F40,13.58,2040-01-02,131.0
14.045,2025-12-18,84408.0,14.04,14.04,DI1X26,14.04,2026-11-03,599.0
13.332,2025-12-18,3362443.0,13.33,13.33,DI1F29,13.33,2029-01-02,602794.0
13.566,2025-12-18,33583.0,13.57,13.57,DI1F39,13.57,2039-01-03,107.0
14.824,2025-12-18,2150214.0,14.825,14.825,DI1J26,14.825,2026-04-01,346548.0
13.375,2025-12-18,90760.0,13.405,13.405,DI1J29,13.405,2029-04-02,623.0
14.166,2025-12-18,1111113.0,14.16,14.16,DI1V26,14.16,2026-10-01,136668.0
13.951,2025-12-18,189297.0,13.955,13.955,DI1Z26,13.955,2026-12-01,31188.0
13.725,2025-12-18,673683.0,13.74,13.74,DI1F33,13.74,2033-01-03,58989.0
13.632,2025-12-18,1907922.0,13.635,13.635,DI1F31,13.635,2031-01-02,376428.0
13.429,2025-12-18,1093006.0,13.43,13.43,DI1N29,13.43,2029-07-02,153111.0
14.641,2025-12-18,323048.0,14.63,14.63,DI1M26,14.63,2026-06-01,3811.0
13.26,2025-12-18,3483456.0,13.25,13.25,DI1F28,13.25,2028-01-03,844784.0
13.583,2025-12-18,49949.0,13.59,13.59,DI1F38,13.59,2038-01-04,136.0
13.572,2025-12-18,74184.0,13.575,13.575,DI1N30,13.575,2030-07-01,1981.0
13.301,2025-12-18,137312.0,13.31,13.31,DI1V28,13.31,2028-10-02,2909.0
14.541,2025-12-18,3120077.0,14.53,14.53,DI1N26,14.53,2026-07-01,577449.0
14.295,2025-12-18,225334.0,14.305,14.305,DI1U26,14.305,2026-09-01,12280.0
14.899,2025-12-18,611210.0,14.897,14.897,DI1G26,14.897,2026-02-02,199294.0
14.867,2025-12-18,445482.0,14.865,14.865,DI1H26,14.865,2026-03-02,58208.0
14.765,2025-12-18,311658.0,14.765,14.765,DI1K26,14.765,2026-05-04,88861.0
14.901,2025-12-18,5766680.0,14.9,14.9,DI1F26,14.9,2026-01-02,140267.0
13.656,2025-12-18,68549.0,13.65,13.65,DI1F36,13.65,2036-01-02,177.0
13.715,2025-12-18,275529.0,13.725,13.725,DI1F34,13.725,2034-01-02,450.0
13.266,2025-12-18,486627.0,13.255,13.255,DI1N28,13.255,2028-07-03,54015.0
13.596,2025-12-18,28894.0,13.615,13.615,DI1V30,13.615,2030-10-01,997.0
14.418,2025-12-18,103995.0,14.41,14.41,DI1Q26,14.41,2026-08-03,2684.0
,2025-12-18,,,,DI1D,,9999-12-31,
